ORF name	transcript length	rpkm
YJR115W	410	3.189962235
YJR116W	740	7.423128336
YJR117W	1262	35.23619141
YJR118C	512	104.4774936
YJR119C	2087	4.888116544
YJR120W	251	0
YJR121W	1436	106.7437781
YJR122W	1394	6.192279633
YJR123W	578	4700.238266
YJR124C	1247	26.53526725
YJR125C	1127	49.78548869
YJR126C	2336	17.07640315
YJR127C	4043	6.663967608
YJR129C	920	11.79939292
YJR130C	1820	18.39661737
YJR131W	1550	18.90104075
YJR132W	3047	16.95485343
YJR133W	530	80.69400696
YJR134C	2024	15.63774965
YJR135C	620	20.67301332
YJR135W-A	164	110.8511877
YJR136C	1166	11.10467986
YJR137C	4229	9.185190385
YJR138W	4655	3.680620229
YJR139C	980	497.5299467
YJR140C	4847	3.022138763
YJR141W	944	43.22669164
YJR142W	929	33.64740575
YJR143C	2189	43.6758146
YJR144W	710	65.76264399
YJR146W	254	1.544745492
YJR147W	977	9.638452936
YJR148W	1031	74.21071213
YJR149W	1115	4.691962391
YJR151C	3386	0.618019854
YJR152W	1532	4.610036807
YJR153W	986	0.663227442
YJR154W	941	1.528876693
YKL001C	509	38.28581394
YKL002W	599	60.91816028
YKL003C	296	30.48784852
YKL004W	1106	46.23714701
YKL005C	1685	14.20432442
YKL006C-A	194	32.36002927
YKL007W	707	96.19518367
YKL008C	1157	87.71982582
YKL009W	611	315.7331689
YKL010C	4352	10.00748033
YKL011C	962	16.17861304
YKL012W	1652	11.08376709
YKL013C	416	142.106683
YKL014C	5195	15.45796137
YKL015W	2840	9.302558884
YKL016C	425	134.7890396
YKL017C	1952	7.504255422
YKL018C-A	200	32.69711291
YKL018W	890	16.89963139
YKL019W	851	37.34617362
YKL020C	3149	5.814665999
YKL021C	1307	112.5761347
YKL022C	2423	6.585303797
YKL023C-A	128	82.76456705
YKL023W	734	17.64040424
YKL024C	515	302.718125
YKL025C	1940	10.7192597
YKL026C	404	5.179740659
YKL027W	1244	25.75817577
YKL028W	1349	30.0551668
YKL029C	1910	68.68105602
YKL032C	1694	6.948619036
YKL033W	3017	8.019842079
YKL033W-A	611	305.8865751
YKL034W	2177	3.96510694
YKL035W	1400	134.5252645
YKL037W	257	0
YKL038W	3413	2.682447001
YKL039W	1472	32.25285866
YKL040C	671	81.66968888
YKL041W	575	44.80926082
YKL042W	992	9.756396594
YKL043W	1001	12.15117483
YKL044W	221	1.183605897
YKL045W	1487	25.50682648
YKL046C	1250	66.44053343
YKL047W	1451	11.53750642
YKL048C	1823	6.528661053
YKL049C	590	14.40889721
YKL050C	2669	1.617092133
YKL051W	962	5.166279795
YKL052C	779	25.18391238
YKL053C-A	161	103.1685302
YKL054C	2117	16.49528417
YKL055C	737	2.129527028
YKL056C	404	4353.895758
YKL057C	3014	20.13465214
YKL058W	269	193.5085641
YKL059C	1226	11.0946158
YKL060C	980	9944.860256
YKL061W	242	19.4561333
YKL062W	1793	2.55303726
YKL063C	404	61.50942033
YKL064W	2810	10.05348952
YKL065C	521	61.25217313
YKL065W-A	122	1.072036489
YKL067W	362	167.2791522
YKL068W	2780	12.98475275
YKL068W-A	137	38.18640924
YKL069W	443	62.29427381
YKL070W	410	0
YKL071W	671	0.779662901
YKL072W	2201	9.626410343
YKL073W	2546	25.1200129
YKL074C	1484	20.35857974
YKL075C	1253	19.72786701
YKL077W	1079	44.36383068
YKL078W	2108	42.81026169
YKL079W	1871	11.04466882
YKL080W	1079	238.1828614
YKL081W	1139	891.1757447
YKL082C	1205	53.400762
YKL084W	251	44.81197945
YKL085W	905	48.55792238
YKL086W	284	1.842090868
YKL087C	575	17.51427961
YKL088W	1616	5.665341346
YKL089W	1550	8.437964622
YKL090W	1232	16.87935374
YKL091C	833	10.6766083
YKL092C	3215	4.271473537
YKL093W	920	0.568645442
YKL094W	842	85.74254787
YKL095W	737	4.08159347
YKL096C-B	50	0
YKL096W	620	24.4700974
YKL096W-A	179	2682.259251
YKL098W	974	15.71072776
YKL099C	653	68.09812183
YKL100C	1664	22.47926513
YKL101W	4457	8.245805455
YKL103C	1445	4.797085078
YKL104C	2054	42.28020053
YKL105C	3299	2.933720952
YKL106C-A	20	0
YKL106W	1256	25.72034041
YKL107W	830	0.472729343
YKL108W	1262	5.803607997
YKL109W	1565	4.262115676
YKL110C	842	46.4438801
YKL112W	2096	10.79503919
YKL113C	1049	59.72132349
YKL114C	1004	34.13005411
YKL116C	1457	8.168667879
YKL117W	551	584.3941342
YKL119C	548	71.36085226
YKL120W	875	57.39744621
YKL121W	2459	2.340256963
YKL122C	404	82.55211675
YKL124W	1640	4.944441464
YKL125W	1784	23.23987622
YKL126W	1943	31.43500099
YKL127W	1613	50.51531641
YKL128C	788	66.72202736
YKL129C	3719	2.989249365
YKL130C	641	50.80549838
YKL132C	1193	4.604455129
YKL133C	1292	7.288520525
YKL134C	2219	6.719190395
YKL135C	2081	13.32395567
YKL137W	236	82.57406481
YKL138C	296	52.58049238
YKL138C-A	110	24.9687044
YKL139W	1487	17.32705109
YKL140W	1547	10.90608291
YKL141W	497	52.8943235
YKL142W	560	153.9099815
YKL143W	1292	55.06882174
YKL144C	539	100.4571781
YKL145W	1304	163.6861603
YKL146W	1979	12.02804356
YKL148C	1823	10.33106804
YKL149C	1118	30.41591899
YKL150W	865	30.54250547
YKL151C	914	29.33439014
YKL152C	644	12535.1795
YKL154W	635	70.44039443
YKL155C	1787	9.002226946
YKL156W	149	713.6309475
YKL157W	2759	25.50351105
YKL159C	536	10.49235713
YKL160W	338	194.6348851
YKL161C	1202	3.699506952
YKL162C	1109	2.122806248
YKL163W	878	1.78754148
YKL164C	926	78.38832685
YKL165C	2660	8.653671988
YKL166C	1097	22.29484089
YKL167C	314	27.90709
YKL168C	2075	5.924874436
YKL170W	317	27.23040318
YKL171W	2687	2.579749884
YKL172W	1184	140.9510678
YKL173W	2927	13.44971778
YKL174C	1757	18.90738003
YKL175W	1412	14.44971562
YKL176C	2387	19.56073617
YKL178C	1313	1.294935165
YKL179C	1940	23.52843795
YKL180W	455	1611.141256
YKL181W	1184	395.4583251
YKL182W	6056	84.2695737
YKL183C-A	113	1.157419926
YKL183W	821	32.0200716
YKL184W	1301	46.54500623
YKL185W	1667	25.2632762
YKL186C	468	50.30325063
YKL187C	2153	0.78971197
YKL188C	2462	2.124913918
YKL189W	1100	6.658321174
YKL190W	428	138.1223835
YKL191W	1505	54.74865418
YKL192C	278	87.97640452
YKL193C	917	14.26264467
YKL194C	1289	8.320134239
YKL195W	1112	31.87380431
YKL196C	503	270.9375082
YKL197C	3032	3.278338498
YKL198C	1889	3.392606739
YKL201C	3437	2.930087511
YKL203C	7325	4.588755232
YKL204W	1799	6.179554413
YKL205W	3203	19.02822931
YKL206C	704	55.91949424
YKL207W	662	238.0665925
YKL208W	716	11.50792242
YKL209C	3773	33.00042565
YKL210W	2975	46.07270498
YKL211C	1355	46.91010147
YKL212W	1772	78.67973445
YKL213C	2048	18.32826446
YKL214C	512	77.14475077
YKL215C	3761	3.442716488
YKL216W	845	1590.820954
YKL217W	1751	0.597548608
YKL218C	881	13.50936334
YKL219W	1124	19.31573218
YKL220C	2036	1.605948571
YKL221W	1322	0.791458104
YKL222C	2018	2.398004317
YKR001C	2015	50.69269515
YKR002W	1607	16.19595636
YKR003W	1247	16.88607916
YKR004C	1034	9.739565548
YKR005C	1478	2.123763761
YKR006C	695	58.33729498
YKR007W	455	27.30747891
YKR008W	1778	10.00406604
YKR009C	2603	2.261037389
YKR010C	2216	7.613587663
YKR011C	962	6.389872377
YKR013W	890	57.60570005
YKR014C	605	101.1718932
YKR015C	1607	0.162773431
YKR016W	1523	14.77059336
YKR017C	1556	6.808396262
YKR018C	2078	23.28764538
YKR019C	1748	4.040375508
YKR020W	395	18.54216023
YKR021W	2648	2.716527508
YKR022C	869	26.94031397
YKR023W	1493	10.42453164
YKR024C	2129	20.21108529
YKR025W	749	80.49863312
YKR026C	818	81.22314601
YKR027W	2198	8.389978017
YKR028W	3002	16.64263442
YKR029C	2156	4.003728111
YKR030W	722	17.75244911
YKR031C	4952	5.546360025
YKR034W	710	0.184209087
YKR035W-A	515	37.83976562
YKR036C	1832	15.27769031
YKR037C	788	25.72615483
YKR038C	1061	56.45722041
YKR039W	1709	6.275396743
YKR041W	653	0.801154375
YKR042W	998	229.4695179
YKR043C	716	267.2395318
YKR044W	1232	12.84529436
YKR045C	452	8.970004427
YKR046C	752	9.913486361
YKR048C	1154	153.7954323
YKR049C	302	19.0552711
YKR050W	2570	3.969454953
YKR051W	1157	12.77363443
YKR052C	815	18.45481219
YKR053C	1115	5.16115863
YKR054C	12179	2.405502354
YKR055W	776	6.404589127
YKR056W	1820	31.33173896
YKR057W	164	3823.169739
YKR058W	1751	2.614275161
YKR060W	725	34.99718568
YKR061W	1178	16.76490339
YKR062W	887	54.55662583
YKR063C	1409	13.45942192
YKR064W	2492	6.402965931
YKR065C	494	64.86471792
YKR066C	986	62.34337959
YKR067W	2132	5.275706774
YKR068C	482	97.68432073
YKR069W	1682	12.13020122
YKR070W	959	58.91617425
YKR071C	947	69.33030911
YKR072C	1589	20.49485491
YKR074W	368	166.6841952
YKR075C	824	6.666401661
YKR076W	1013	3.615080598
YKR077W	992	4.087139114
YKR078W	1658	6.862843964
YKR079C	2417	22.72699615
YKR080W	863	149.5807668
YKR081C	935	94.13970904
YKR082W	3374	18.4514828
YKR083C	302	32.0475014
YKR084C	1736	31.94372321
YKR085C	488	65.39422582
YKR086W	3116	6.128085346
YKR087C	938	36.2526625
YKR088C	914	57.380929
YKR089C	2633	7.152881518
YKR090W	2021	5.824324912
YKR091W	641	4.284801068
YKR092C	1121	75.3696162
YKR093W	1706	6.056440609
YKR095W	5528	7.38169264
YKR095W-A	167	15.66328762
YKR096W	3488	3.074728508
YKR097W	1550	1.181315047
YKR098C	2054	4.902975062
YKR099W	2336	9.685959818
YKR100C	968	33.50778513
YKR101W	1865	6.872529899
YKR102W	3410	0.230126308
YKR103W	3557	1.507541894
YKR104W	821	3.345380614
YLL001W	2174	15.46119231
YLL002W	1211	11.88004102
YLL003W	2741	7.109623967
YLL004W	1751	12.4738272
YLL005C	2507	0
YLL006W	1181	6.423141571
YLL006W-A	77	0
YLL007C	1898	2.825251063
YLL008W	2159	62.33502396
YLL009C	110	40.42552142
YLL010C	1184	12.592807
YLL011W	1370	56.80228374
YLL012W	1622	11.77257333
YLL013C	2540	3.758880697
YLL014W	227	168.8150499
YLL015W	4580	7.795905524
YLL018C	1574	188.1226522
YLL018C-A	197	22.57262617
YLL019C	2114	2.474710532
YLL021W	4301	7.632620638
YLL022C	1058	20.39706476
YLL023C	740	26.15769033
YLL026W	2627	22.00551794
YLL027W	653	43.66291341
YLL028W	1661	4.015780273
YLL029W	2150	25.18438092
YLL031C	2954	6.464155024
YLL032C	2378	4.564945957
YLL033W	593	11.24824795
YLL034C	2414	39.22569966
YLL035W	1799	8.796777459
YLL036C	1412	19.91467217
YLL038C	644	2.84322721
YLL040C	9335	2.577940557
YLL041C	701	11.75416898
YLL042C	404	7.769610989
YLL043W	1910	30.54013059
YLL046C	650	0.80485201
YLL048C	4886	24.14473667
YLL049W	440	52.61262714
YLL050C	332	1247.217584
YLL051C	2039	6.029482322
YLL052C	350	8.220988389
YLL053C	359	10.92939707
YLL054C	2432	5.270258331
YLL055W	1496	5.507802442
YLL056C	797	8.040946211
YLL057C	1139	0.803792065
YLL058W	1628	14.05895518
YLL060C	602	8.690262568
YLL061W	1652	18.2882157
YLL062C	875	8.96835097
YLL063C	1325	4.343163677
YLL066W-B	71	0
YLR001C	2489	5.149565392
YLR002C	1892	41.61450734
YLR003C	776	75.00110951
YLR004C	1472	0.266552551
YLR005W	1286	17.79780641
YLR006C	2039	4.105179453
YLR007W	911	44.21826905
YLR008C	407	163.887249
YLR009W	500	224.9561368
YLR010C	383	16.39124198
YLR011W	476	24.72890892
YLR012C	200	0
YLR013W	326	0
YLR014C	2615	6.301852737
YLR015W	1418	15.40315333
YLR016C	515	35.30018404
YLR017W	914	108.6087908
YLR018C	800	25.34026251
YLR019W	1094	14.22653176
YLR020C	1517	24.14025475
YLR021W	440	44.58697215
YLR022C	653	98.34169947
YLR023C	1532	9.47618677
YLR024C	5519	2.820044527
YLR025W	623	70.95745851
YLR026C	923	19.27110447
YLR027C	1157	177.2483078
YLR028C	1676	62.58492734
YLR030W	692	0.567001958
YLR031W	461	3.688177595
YLR032W	3410	6.021638389
YLR033W	1409	33.60214301
YLR034C	1322	15.53236529
YLR035C	1988	3.552603817
YLR036C	512	31.16443574
YLR038C	152	121.3234979
YLR039C	3071	5.791999161
YLR040C	575	1.819665414
YLR042C	386	7.115433898
YLR043C	212	711.9333641
YLR045C	2567	9.833335086
YLR046C	713	12.84038095
YLR047C	1961	2.067537991
YLR049C	1187	33.60613121
YLR050C	386	37.94898079
YLR051C	554	104.5835453
YLR052W	653	28.84155748
YLR053C	227	0.57616058
YLR054C	2075	0.630305791
YLR055C	1709	16.83643029
YLR056W	998	237.0704499
YLR057W	2450	10.19616092
YLR058C	1310	372.1979754
YLR059C	710	23.21034494
YLR060W	1688	164.8027468
YLR061W	266	6972.597867
YLR063W	998	7.469881507
YLR064W	722	21.55654535
YLR065C	446	138.7061382
YLR066W	455	148.6101747
YLR067C	2798	5.422251748
YLR068W	356	62.45515949
YLR069C	2186	9.812125375
YLR070C	971	2.289808113
YLR071C	3149	5.690066013
YLR072W	1982	9.436301001
YLR073C	503	21.84141141
YLR074C	401	155.2501321
YLR075W	566	8345.27373
YLR077W	1652	19.6341017
YLR078C	635	75.17761394
YLR079W	755	34.12625824
YLR080W	1235	3.071145828
YLR081W	1625	0.080485201
YLR082C	1079	11.75762726
YLR083C	1904	50.00734916
YLR084C	3563	4.992205844
YLR085C	1217	7.415286083
YLR086W	4157	7.110461889
YLR087C	8777	2.071276607
YLR088W	1745	23.53442626
YLR089C	1679	16.35829353
YLR090W	1280	15.32677168
YLR091W	782	6.689946376
YLR092W	2582	1.722233678
YLR093C	662	90.48506171
YLR094C	1409	8.354123952
YLR095C	2339	9.114372645
YLR096W	3344	5.710261346
YLR097C	935	25.17852545
YLR098C	1847	6.302204762
YLR099C	1085	9.040676381
YLR099W-A	164	65.39422582
YLR100W	944	109.8678413
YLR102C	698	17.42596849
YLR103C	1853	11.99894052
YLR104W	296	32.25526003
YLR105C	1034	28.83923305
YLR106C	14633	7.221832087
YLR107W	1115	32.3745405
YLR108C	1358	7.319530431
YLR109W	431	1559.144001
YLR110C	302	12913.41077
YLR113W	1208	56.29966461
YLR114C	2195	19.54378685
YLR115W	2480	8.754388295
YLR116W	1331	6.780167666
YLR117C	1964	14.65043756
YLR118C	584	66.73794279
YLR119W	542	11.5827411
YLR120C	1610	6.092629735
YLR121C	1427	2.108012886
YLR125W	311	4.625958097
YLR126C	656	61.40677303
YLR127C	2462	6.905970233
YLR128W	710	6.815736212
YLR129W	2732	36.81417252
YLR130C	1169	81.00157313
YLR131C	2213	3.841504454
YLR132C	773	4.06070225
YLR133W	1649	4.203631253
YLR135W	2147	3.167675587
YLR136C	758	6.901765258
YLR137W	1004	13.54780774
YLR138W	2858	27.96072217
YLR139C	1832	1.570603677
YLR141W	992	6.592159861
YLR142W	1331	0.982632995
YLR143W	1958	9.885950379
YLR144C	2240	7.707176615
YLR145W	506	29.7246481
YLR146C	803	83.55476425
YLR146W-A	89	29.39066329
YLR147C	206	50.79163171
YLR148W	2657	7.72818476
YLR149C	2093	0.437419571
YLR150W	722	2285.174955
YLR151C	923	5.242874009
YLR152C	1631	4.089645024
YLR153C	1952	50.58672182
YLR154C	233	55.00973503
YLR154C-G	50	0
YLR154C-H	32	0
YLR154W-C	275	0
YLR156C-A	32	0
YLR157C-C	32	0
YLR159C-A	32	0
YLR162W	257	0
YLR162W-A	89	2.939066329
YLR163C	1289	28.20728437
YLR164W	407	10.9258166
YLR165C	665	7.276951445
YLR166C	2516	20.53316312
YLR168C	593	31.09809727
YLR170C	371	53.93701645
YLR172C	803	201.4761079
YLR173W	1727	4.165237313
YLR174W	1139	2.641031069
YLR175W	1352	506.515039
YLR176C	2336	1.847610832
YLR177W	1787	5.415973935
YLR178C	560	11.44398952
YLR179C	506	299.831233
YLR180W	1049	349.2263613
YLR181C	893	23.5800008
YLR182W	2312	9.503659116
YLR183C	1370	17.18388416
YLR185W	167	3304.170524
YLR186W	659	146.2687236
YLR187W	2981	1.31622058
YLR188W	1988	23.88139233
YLR189C	3497	7.218235964
YLR190W	1376	30.79611797
YLR191W	1061	18.98343219
YLR192C	698	173.3228048
YLR193C	428	29.03014698
YLR194C	665	17.89736707
YLR195C	1268	60.54638889
YLR196W	1631	73.53342131
YLR197W	1415	412.7923852
YLR199C	731	34.35209674
YLR200W	245	76.87157974
YLR201C	683	26.23428679
YLR203C	1211	14.04004848
YLR204W	236	29.37198278
YLR205C	854	2.756665257
YLR206W	1742	8.483981077
YLR207W	2402	9.419817708
YLR208W	794	155.8260394
YLR209C	836	45.21275422
YLR210W	1283	12.53856551
YLR211C	581	9.454586866
YLR212C	1322	11.67400703
YLR213C	1169	5.705911919
YLR214W	1961	98.90834971
YLR215C	983	18.22789204
YLR216C	1016	210.4715733
YLR218C	353	17.04325432
YLR219W	2087	3.07073988
YLR220W	869	82.17548285
YLR221C	563	133.1115147
YLR222C	2354	47.8927975
YLR223C	3158	14.78514162
YLR224W	1010	35.48122351
YLR225C	1124	32.23167358
YLR226W	1088	19.8346457
YLR227C	1382	10.88326479
YLR228C	2345	4.629186135
YLR229C	476	167.3322837
YLR231C	1262	33.47438184
YLR233C	2000	4.119836227
YLR234W	1871	1.188350442
YLR237W	1697	6.78219431
YLR238W	1337	8.119253168
YLR239C	887	13.12308027
YLR240W	2528	3.880195361
YLR241W	2249	11.10742297
YLR242C	866	35.34006661
YLR243W	719	63.30233821
YLR244C	1064	141.3596987
YLR245C	329	9.540798904
YLR246W	980	9.475489864
YLR247C	4571	6.466460309
YLR248W	1733	27.69726587
YLR249W	3035	1245.830029
YLR250W	605	147.4342546
YLR251W	494	6.089340866
YLR253W	1610	12.67266985
YLR254C	470	17.53121799
YLR256W	4409	17.88737499
YLR257W	866	118.1022739
YLR258W	2018	4.277521213
YLR259C	1619	244.2892389
YLR260W	1964	6.526104002
YLR262C	548	69.21286674
YLR262C-A	95	751.6894168
YLR263W	2384	2.907629168
YLR264C-A	17	0
YLR264W	104	3109.99847
YLR265C	929	19.70977743
YLR266C	2006	15.12608214
YLR267W	1613	0.9730077
YLR268W	545	56.63499924
YLR270W	953	20.44856169
YLR271W	725	6.133527387
YLR272C	3431	5.984781961
YLR273C	1847	1.770282237
YLR274W	2228	26.7094908
YLR275W	233	19.64633394
YLR276C	1685	85.8469006
YLR277C	2240	17.57469819
YLR278C	3926	1.63235714
YLR281C	368	3.909437413
YLR283W	845	15.78748174
YLR284C	743	8.097266185
YLR285C-A	71	182.366996
YLR285W	686	106.3847755
YLR286C	1589	107.9066458
YLR287C	968	47.28921289
YLR287C-A	92	760.5632786
YLR288C	1325	10.36436787
YLR289W	1838	3.48674327
YLR290C	734	25.1242121
YLR291C	1046	71.89613737
YLR292C	482	128.0749983
YLR293C	560	1069.662694
YLR295C	275	65.15642864
YLR297W	290	4.058951947
YLR298C	596	19.31104655
YLR299W	1883	6.529003959
YLR300W	1247	120.3002037
YLR301W	635	377.1238661
YLR303W	1235	0
YLR304C	2237	62.09089658
YLR305C	5603	6.722661801
YLR306W	467	21.56469117
YLR307C-A	164	0
YLR307W	806	2.434028256
YLR308W	839	0
YLR309C	2636	23.07155919
YLR310C	4670	5.909285502
YLR312C	1097	0.238447496
YLR312W-A	662	40.30338993
YLR313C	1493	5.869274119
YLR314C	1463	58.64471926
YLR315W	362	0.722588131
YLR316C	993	24.49813898
YLR318W	2555	2.508271675
YLR319C	2267	16.09615263
YLR320W	4265	3.035886685
YLR321C	1181	26.68926067
YLR323C	680	17.5025722
YLR324W	1472	9.951295234
YLR325C	137	6133.691984
YLR326W	623	9.027132296
YLR327C	161	3.249402525
YLR328W	1106	30.86418253
YLR329W	695	0.564554468
YLR330W	1916	28.94274713
YLR332W	1031	12.93930365
YLR333C	240	1904.606827
YLR335W	2063	24.97850216
YLR336C	2600	36.31894696
YLR337C	2354	3.166925125
YLR340W	839	3995.361163
YLR341W	1334	0.098042318
YLR342W	5531	41.57043898
YLR342W-A	74	35.34823017
YLR343W	1568	3.086207086
YLR345W	1430	9.054585114
YLR346C	206	6.348953963
YLR347C	2486	15.15167903
YLR348C	797	52.01999896
YLR350W	551	40.58951947
YLR351C	776	139.5526262
YLR352W	2324	2.194814808
YLR353W	1712	13.44554176
YLR354C	908	321.6416437
YLR355C	1088	593.9574812
YLR356W	494	7.413110619
YLR357W	2570	6.564867806
YLR358C	464	0
YLR359W	1349	498.7218645
YLR360W	1220	8.897902858
YLR361C	1637	10.78585276
YLR361C-A	197	33.19503849
YLR362W	2054	9.933300125
YLR363C	557	40.38709817
YLR363W-A	158	79.466401
YLR364W	230	31.27549931
YLR367W	1340	213.1656555
YLR368W	1697	20.96314605
YLR369W	1874	14.79570531
YLR370C	437	67.04030473
YLR371W	3971	4.742769337
YLR372W	938	158.1173818
YLR373C	2606	3.563307777
YLR375W	932	31.99545813
YLR376C	629	6.029992206
YLR377C	947	0.690540927
YLR378C	1343	38.27242107
YLR380W	1127	24.95076939
YLR381W	2102	3.484373593
YLR382C	2585	3.693445636
YLR383W	3245	4.755943696
YLR384C	3950	37.31609747
YLR385C	299	0.437419571
YLR386W	2543	6.428846424
YLR387C	1199	52.57717572
YLR388W	76	1973.873079
YLR389C	2984	10.16853914
YLR390W	239	23.53097666
YLR390W-A	617	70.58760842
YLR392C	1457	5.834762771
YLR393W	740	2.474376112
YLR394W	1349	1.939043019
YLR395C	137	70.64485709
YLR396C	1976	15.15716368
YLR397C	2243	15.21880779
YLR398C	3764	14.45483419
YLR399C	1961	53.28912436
YLR401C	1907	38.8867604
YLR403W	1952	5.628191567
YLR404W	758	20.87783991
YLR405W	1004	35.82353008
YLR406C	242	670.1557026
YLR406C-A	50	0
YLR407W	587	32.30719845
YLR408C	269	10.69645329
YLR409C	2720	45.48745414
YLR410W	3341	13.3881025
YLR411W	626	5.849962693
YLR412C-A	107	1.222321978
YLR412W	725	43.29548744
YLR413W	1928	74.48429456
YLR414C	692	62.74821668
YLR415C	239	0
YLR417W	1601	7.188871795
YLR418C	1082	31.4279089
YLR419W	4208	4.258084096
YLR420W	995	444.2863985
YLR421C	371	223.8562447
YLR422W	5699	3.121114129
YLR423C	1154	8.500116008
YLR424W	2027	8.000872227
YLR425W	3824	3.24919009
YLR426W	881	20.33827228
YLR427W	1913	10.18686842
YLR429W	1856	75.04833028
YLR430W	6596	7.73309523
YLR431C	1262	5.492700426
YLR433C	1562	28.30121425
YLR435W	518	157.804599
YLR436C	3725	4.494207197
YLR437C	302	27.28368362
YLR438C-A	170	108.4774805
YLR438W	1175	9.349982926
YLR439W	860	6.235263392
YLR440C	2030	27.4462465
YLR441C	668	2434.466479
YLR442C	2837	5.07110669
YLR443W	1247	16.88607916
YLR445W	467	0
YLR446W	1202	1.849753476
YLR447C	938	276.9145682
YLR449W	1079	181.5765529
YLR450W	3038	15.84270909
YLR451W	2561	5.975106928
YLR452C	1997	16.89705585
YLR453C	1088	3.606299218
YLR454W	7787	5.626573944
YLR455W	815	15.40575627
YLR456W	515	15.23748951
YLR457C	860	6.843581772
YLR459W	1085	11.45152342
YML001W	527	286.1462709
YML002W	2114	7.609734887
YML003W	773	1.691959271
YML004C	881	126.9286335
YML005W	1289	9.943575067
YML006C	2225	5.113975412
YML007C-A	11	0
YML007W	1853	14.11640061
YML008C	1052	210.3555705
YML009C	113	84.4916546
YML010W	3092	51.94314962
YML011C	434	25.91660562
YML012W	536	513.6374827
YML013W	1655	9.799255591
YML014W	740	41.18068815
YML015C	941	9.590226528
YML016C	1979	11.03672129
YML017W	1682	9.486439418
YML018C	1082	43.99907246
YML019W	899	94.27243233
YML020W	1895	3.726953239
YML021C	980	25.62385991
YML022W	464	368.4062636
YML023C	1571	16.73359566
YML025C	761	17.87384884
YML027W	1058	4.821124399
YML028W	491	1774.034802
YML029W	2417	4.870070603
YML030W	380	27.53441087
YML031W	1868	21.42466071
YML032C	1316	16.59701476
YML034W	2405	12.56221718
YML035C	2333	17.09836166
YML036W	456	26.96077731
YML037C	923	1.416992976
YML038C	1229	27.88167155
YML041C	743	13.20206443
YML042W	1913	2.051047334
YML043C	1424	16.99147721
YML046W	1790	20.0201317
YML047C	959	0.545520132
YML048W	1112	117.8507451
YML049C	3986	7.448313729
YML050W	836	6.257820653
YML051W	1208	12.66742454
YML052W	809	65.31339241
YML053C	539	14.55901131
YML054C	1676	2.028937794
YML054C-A	59	0
YML055W	437	110.4369306
YML057W	1715	12.65940698
YML058W	215	296.2510509
YML058W-A	107	3.666965934
YML059C	4940	4.368440186
YML060W	1031	23.34148894
YML061C	2480	9.4927102
YML062C	1079	21.45463943
YML063W	668	4005.298436
YML064C	638	27.67467237
YML065W	2645	13.69693804
YML066C	1010	0.129493516
YML067C	959	92.73842244
YML068W	1295	9.897504449
YML069W	1559	87.83547714
YML070W	1655	55.16032583
YML071C	1724	15.77958117
YML072C	4538	28.7630839
YML074C	1136	173.2716723
YML075C	3065	13.74025495
YML076C	2735	2.391013741
YML077W	380	37.85981495
YML078W	449	162.2475892
YML079W	506	66.68660183
YML080W	1172	24.10435628
YML081C-A	80	70.29879276
YML081W	3656	8.263712344
YML082W	1850	14.20998853
YML083C	1157	0.339123038
YML085C	1244	67.39179864
YML086C	1481	53.16316535
YML087C	839	2.961836211
YML088W	1907	16.5971711
YML091C	3509	8.498081212
YML092C	653	134.7942235
YML093W	2600	28.72315611
YML094W	392	43.0400772
YML095C	533	5.153015918
YML096W	1478	20.08726558
YML097C	1256	18.11878231
YML098W	404	73.81130439
YML099C	2543	9.154677307
YML100W	3197	1.513660529
YML100W-A	74	3.534823017
YML101C	254	45.82744959
YML102W	1307	19.01285831
YML103C	4868	16.0395862
YML104C	3284	10.63353124
YML105C	722	117.2023936
YML106W	581	481.7337117
YML107C	905	18.7872914
YML108W	218	197.9825185
YML109W	2729	4.88839211
YML110C	824	184.2783888
YML111W	2663	8.152791203
YML112W	791	8.267285186
YML113W	647	17.78884659
YML114C	1433	10.76973991
YML115C	1508	48.22173681
YML116W	1529	16.16678702
YML117W	3305	8.033299753
YML118W	1418	0.276703353
YML119W	974	12.35373465
YML120C	1442	4.625666459
YML121W	833	55.89518462
YML123C	1664	226.5218255
YML124C	1238	94.76352272
YML125C	839	86.98445294
YML126C	1376	211.1054877
YML127W	1646	28.84338271
YML128C	1442	6.711751332
YML129C	113	60.18583615
YML130C	1592	58.24686697
YML131W	998	24.37540281
YMR001C	2018	15.1009461
YMR001C-A	131	0
YMR002W	371	185.7830566
YMR003W	497	19.99984371
YMR004W	1436	18.12458348
YMR005W	1067	24.8829013
YMR006C	2021	16.7611128
YMR008C	1895	11.38791268
YMR009W	440	21.10450015
YMR010W	1118	29.01210734
YMR011W	1526	75.7647387
YMR012W	3734	38.56402926
YMR013C	1460	12.72052064
YMR014W	1460	47.74674296
YMR015C	1517	30.69260961
YMR016C	2258	4.46001363
YMR017W	1094	0.239101374
YMR018W	1445	0.724088314
YMR019W	2750	8.13266372
YMR020W	1427	14.66443747
YMR021C	1154	10.54014385
YMR022W	398	74.26680922
YMR023C	1481	6.88825066
YMR024W	1073	22.42784259
YMR025W	788	5.643156543
YMR026C	1100	28.65456077
YMR027W	1313	120.9270223
YMR028W	1001	18.55340673
YMR029C	1472	22.03501087
YMR030W	1031	2.663974282
YMR030W-A	191	16.43415099
YMR031C	2432	19.25257635
YMR032W	1910	12.05171073
